word;transcription;translation;class
essentially;[ıʹsenʃ(ə)lı];по сути;adverb
establish;[ıʹstæblıʃ];установить;verb
estate;[ıʹsteıt];недвижимость;noun
estimate;[ʹestımıt];оценка;noun
estimate;[ʹestımıt];оценить;verb
ethic;[ʹeθık];этика;noun
ethical;[ʹeθık(ə)l];этический;adjective
ethnic;[ʹeθnık];этнический;adjective
evaluate;[ıʹvæljʋeıt];оценить;verb
evaluation;[ı͵væljʋʹeıʃ(ə)n];оценка;noun
even;[ʹi:v(ə)n];равный;adjective
evident;[ʹevıd(ə)nt];очевидный;adjective
evil;[ʹi:v(ə)l];злой;adjective
evil;[ʹi:v(ə)l];зло;noun
evolution;[͵i:vəʹlu:ʃ(ə)n];эволюция;noun
evolve;[ıʹvɒlv];развиваться;verb
examination;[ıg͵zæmıʹneıʃ(ə)n];обследование;noun
exceed;[ıkʹsi:d];превышать;verb
exception;[ıkʹsepʃ(ə)n];исключение;noun
excessive;[ıkʹsesıv];чрезмерный;adjective
exclude;[ıkʹsklu:d];исключать;verb
excuse;[ıkʹskju:s];оправдание;noun
excuse;[ıkʹskju:s];извинить;verb
executive;[ıgʹzekjʋtıv];исполнительный;adjective
executive;[ıgʹzekjʋtıv];руководитель;noun
exhibit;[ıgʹzıbıt];выставка;noun
exhibit;[ıgʹzıbıt];демонстрировать;verb
existence;[ıgʹzıst(ə)ns];существование;noun
exit;[ʹegzıt];выход;noun
exotic;[ıgʹzɒtık];экзотический;adjective
expansion;[ıkʹspænʃ(ə)n];расширение;noun
expectation;[͵ekspekʹteıʃ(ə)n];ожидание;noun
expense;[ıkʹspens];счет;noun
expertise;[͵ekspɜ:ʹti:z];опыт;noun
exploit;[ʹeksplɔıt];использовать;verb
exploration;[͵ekspləʹreıʃ(ə)n];разведка;noun
expose;[ıkʹspəʋz];разоблачить;verb
exposure;[ıkʹspəʋʒə];воздействие;noun
extend;[ıkʹstend];продлить;verb
extension;[ıkʹstenʃ(ə)n];расширение;noun
extensive;[ıkʹstensıv];обширный;adjective
extensively;[ik'sten(t)sivli];широко;adverb
extent;[ıkʹstent];степень;noun
external;[ıkʹstɜ:n(ə)l];внешний;adjective
extract;[ʹekstrækt];экстракт;noun
extraordinary;[ıkʹstrɔ:d(ə)n(ə)rı];чрезвычайный;adjective
extreme;[ıkʹstri:m];крайность;noun
fabric;[ʹfæbrık];ткань;noun
fabulous;[ʹfæbjʋləs];сказочный;adjective
facility;[fəʹsılıtı];объект;noun
failed;[feıld];неудачный;adjective
failure;[ʹfeıljə];неудача;noun
faith;[feıθ];вера;noun
fake;[feık];поддельный;adjective
fame;[feım];слава;noun
fantasy;[ʹfæntəsı];фантазия;noun
fare;[feə];тариф;noun
fault;[fɔ:lt];вина;noun
favour;[ʹfeıvə];способствовать;verb
feather;[ʹfeðə];перо;noun
federal;[ʹfed(ə)rəl];федеральный;adjective
fee;[fi:];плата;noun
feed;[fi:d];корм;noun
feedback;[ʹfi:dbæk];отзыв;noun
feel;[fi:l];ощущение;noun
fellow;[ʹfeləʋ];ближний;adjective
fever;[ʹfi:və];лихорадка;noun
figure;[ʹfıgə];понимать;verb
file;[faıl];подать;verb
finance;[ʹfaınæns];финансы;noun
finance;[ʹfaınæns];финансировать;verb
finding;[ʹfaındıŋ];поиск;noun
firefighter;['faiə,faitə];пожарный;noun
firework;[ʹfaıəwɜ:k];фейерверк;noun
firm;[fɜ:m];твердый;adjective
firm;[fɜ:m];фирма;noun
firmly;[fə:mli];твердо;adverb
fix;[fıks];исправление;noun
flame;[fleım];пламя;noun
flash;[flæʃ];вспышка;noun
flash;[flæʃ];мигать;verb
flavour;[ʹfleıvə];вкус;noun
flexible;[ʹfleksəb(ə)l];гибкий;adjective
float;[fləʋt];плавать;verb
fold;[fəʋld];раз;noun
folding;[ʹfəʋldıŋ];складной;adjective
following;[ʹfɒləʋıŋ];после;preposition
fond;[fɒnd];любить;adjective
fool;[fu:l];дурак;noun
forbid;[fəʹbıd];запрещать;verb
forecast;[ʹfɔ:kɑ:st];прогноз;noun
forecast;[ʹfɔ:kɑ:st];прогнозировать;verb
forgive;[fəʹgıv];простить;verb
format;[ʹfɔ:mæt];формат;noun
formation;[fɔ:ʹmeıʃ(ə)n];формирование;noun
former;[ʹfɔ:mə];бывший;adjective
formerly;[ʹfɔ:məlı];ранее;adverb
fortunate;[ʹfɔ:tʃ(ə)nət];счастливый;adjective
fortune;[ʹfɔ:tʃ(ə)n];состояние;noun
forum;[ʹfɔ:rəm];форум;noun
forward;[ʹfɔ:wəd];передовой;adjective
fossil;[ʹfɒs(ə)l];окаменелость;noun
found;[faʋnd];найти;verb
foundation;[faʋnʹdeıʃ(ə)n];фонд;noun
founder;[ʹfaʋndə];основатель;noun
fraction;[ʹfrækʃ(ə)n];часть;noun
fragment;[ʹfrægmənt];фрагмент;noun
framework;[ʹfreımwɜ:k];основа;noun
fraud;[frɔ:d];мошенничество;noun
free;[fri:];освободить;verb
freedom;[ʹfri:dəm];свобода;noun
freely;[ʹfri:lı];свободно;adverb
frequency;[ʹfri:kwənsı];частота;noun
frequent;[ʹfri:kwənt];частый;adjective
fuel;[fjʋəl];подпитывать;verb
fulfil;[fʋlʹfıl];выполнять;verb
full-time;[fʋl]-[taım];штатный;adjective
full-time;[fʋl]-[taım];полностью;adverb
fully;[ʹfʋlı];полностью;adverb
function;[ʹfʌŋkʃ(ə)n];функционировать;verb
fund;[fʌnd];фонд;noun
fund;[fʌnd];финансировать;verb
fundamental;[͵fʌndəʹmentl];фундаментальный;adjective
fundamentally;[͵fʌndəʹment(ə)lı];принципиально;adverb
funding;[ʹfʌndıŋ];финансирование;noun
furious;[ʹfjʋ(ə)rıəs];яростный;adjective
furthermore;[͵fɜ:ðəʹmɔ:];кроме того;adverb
gain;[geın];выгода;noun
gain;[geın];получить;verb
gaming;[ʹgeımıŋ];игра;noun
gang;[gæŋ];банда;noun
gay;[geı];однополый;adjective
gender;[ʹdʒendə];пол;noun
gene;[dʒi:n];ген;noun
generate;[ʹdʒenər(e)ıt];генерировать;verb
genetic;[dʒıʹnetık];генетический;adjective
genius;[ʹdʒi:nıəs];гений;noun
genre;[ʹʒɒnrə];жанр;noun
genuine;[ʹdʒenjʋın];подлинный;adjective
genuinely;[ʹdʒenjʋınlı];действительно;adverb
gesture;[ʹdʒestʃə];жест;noun
gig;[gıg];концерт;noun
globalization;[,gləub(ə)lai'zeiʃ(ə)n];глобализация;noun
globe;[gləʋb];глобус;noun
golden;[ʹgəʋld(ə)n];золотой;adjective
goodness;[ʹgʋdnıs];добро;noun
gorgeous;[ʹgɔ:dʒəs];великолепный;adjective
govern;[ʹgʌvən];управлять;verb
governor;[ʹgʌv(ə)nə];губернатор;noun
grab;[græb];взять;verb
grade;[greıd];оценивать;verb
gradually;[ʹgrædʒʋəlı];постепенно;adverb
grand;[grænd];великий;adjective
grant;[grɑ:nt];грант;noun
grant;[grɑ:nt];предоставить;verb
graphic;[ʹgræfık];графический;adjective
graphics;[ʹgræfıks];графика;noun
greatly;[ʹgıʹeıtlı];значительно;adverb
greenhouse;[ʹgri:nhaʋs];теплица;noun
grocery;[ʹgrəʋs(ə)rı];бакалея;noun
guarantee;[͵gærənʹti:];гарантия;noun
guarantee;[͵gærənʹti:];гарантировать;verb
guideline;[ʹgaıdlaın];руководство;noun
habitat;[ʹhæbıtæt];среда обитания;noun
handle;[ʹhændl];ручка;noun
handle;[ʹhændl];справиться с;verb
harbour;[ʹhɑ:bə];гавань;noun
harm;[hɑ:m];вред;noun
harm;[hɑ:m];навредить;verb
harmful;[ʹhɑ:mf(ə)l];вредный;adjective
headquarters;[ʹhed͵kwɔ:təz];штаб;noun
heal;[hi:l];исцелить;verb
healthcare;[ʹhelθkər];здравоохранение;noun
hearing;[ʹhı(ə)rıŋ];слушание;noun
heaven;[ʹhev(ə)n];небо;noun
heel;[hi:l];пятка;noun
hell;[hel];ад;noun
helmet;[ʹhelmıt];шлем;noun
hence;[hens];следовательно;adverb
herb;[hɜ:b];трава;noun
hesitate;[ʹhezıteıt];стесняться;verb
hidden;[hıdn];скрытый;adjective
high;[haı];кайф;noun
highway;[ʹhaıweı];шоссе;noun
hilarious;[hıʹle(ə)rıəs];веселый;adjective
hip;[hıp];бедро;noun
hire;[ʹhaıə];прокат;noun
historian;[hıʹstɔ:rıən];историк;noun
hold;[həʋld];удержание;noun
hollow;[ʹhɒləʋ];полый;adjective
holy;[ʹhəʋlı];святой;adjective
homeless;[ʹhəʋmlıs];бездомный;adjective
honesty;[ʹɒnıstı];честность;noun
honour;[ʹɒnə];честь;noun
honour;[ʹɒnə];выполнить;verb
hook;[hʋk];крючок;noun
hopefully;[ʹhəʋpf(ə)lı];возможно;adverb
host;[həʋst];принимать;verb
house;[haʋs];разместить;verb
household;[ʹhaʋshəʋld];домохозяйство;noun
housing;[ʹhaʋzıŋ];жилье;noun
humorous;[ʹhju:m(ə)rəs];юмористический;adjective
humour;[ʹhju:mə];юмор;noun
hunger;[ʹhʌŋgə];голод;noun
hunt;[hʌnt];охота;noun
hunting;[ʹhʌntıŋ];охота;noun
hurt;[hɜ:t];боль;noun
hypothesis;[haıʹpɒθısıs];гипотеза;noun
icon;[ʹaıkɒn];икона;noun
id;[ıd];идентификатор;noun
ideal;[aıʹdıəl];идеал;noun
identical;[aıʹdentık(ə)l];идентичный;adjective
illusion;[ıʹlu:ʒ(ə)n];иллюзия;noun
illustrate;[ʹıləstreıt];иллюстрировать;verb
illustration;[͵ıləʹstreıʃ(ə)n];иллюстрация;noun
imagination;[ı͵mædʒıʹneıʃ(ə)n];воображение;noun
immigration;[͵ımıʹgreıʃ(ə)n];иммиграция;noun
immune;[ıʹmju:n];иммунный;adjective
impatient;[ımʹpeıʃ(ə)nt];нетерпеливый;adjective
implement;[ʹımplımənt];реализовать;verb
implication;[͵ımplıʹkeıʃ(ə)n];последствие;noun
imply;[ımʹplaı];подразумевать;verb
impose;[ınıʹpəʋz];ввести;verb
impress;[ʹımpres];впечатлить;verb
impressed;[ɪmʹprest];впечатленный;adjective
incentive;[ınʹsentıv];стимул;noun
inch;[ıntʃ];дюйм;noun
incident;[ʹınsıd(ə)nt];инцидент;noun
income;[ʹıŋkʌm];доход;noun
incorporate;[ınʹkɔ:p(ə)rıt];включить;verb
incorrect;[͵ınkəʹrekt];неправильный;adjective
increasingly;[ınʹkri:sıŋlı];все более;adverb
independence;[͵ındıʹpendəns];независимость;noun
index;[ʹındeks];индекс;noun
indication;[͵ındıʹkeıʃ(ə)n];указание;noun
industrial;[ınʹdʌstrıəl];промышленный;adjective
inevitable;[ıʹnevıtəb(ə)l];неизбежный;adjective
inevitably;[ıʹnevıtəblı];неизбежно;adverb
infection;[ınʹfekʃ(ə)n];инфекция;noun
infer;[ınʹfɜ:];сделать вывод;verb
inflation;[ınʹfleıʃ(ə)n];инфляция;noun
info;[ʹınfəʋ];информация;noun
inform;[ınʹfɔ:m];информировать;verb
infrastructure;[ʹınfrə͵strʌktʃə];инфраструктура;noun
inhabitant;[ınʹhæbıt(ə)nt];житель;noun
inherit;[ınʹherıt];наследовать;verb
initial;[ıʹnıʃ(ə)l];первоначальный;adjective
initially;[ıʹnıʃ(ə)lı];изначально;adverb
initiative;[ıʹnıʃətıv];инициатива;noun
ink;[ıŋk];чернила;noun
inner;[ʹınə];внутренний;adjective
innovation;[͵ınəʹveıʃ(ə)n];инновация;noun
innovative;[ʹınəveıtıv];инновационный;adjective
input;[ʹınpʋt];ввод;noun
inquiry;[ınʹkwaı(ə)rı];расследование;noun
insert;[ʹınsɜ:t];вставить;verb
insight;[ʹınsaıt];понимание;noun
insist;[ınʹsıst];настаивать;verb
inspector;[ınʹspektə];инспектор;noun
inspire;[ınʹspaıə];вдохновлять;verb
install;[ınʹstɔ:l];установить;verb
installation;[͵ınstəʹleıʃ(ə)n];установка;noun
instance;[ʹınstəns];инстанция;noun
instant;[ʹınstənt];мгновенный;adjective
instantly;[ʹınstəntlı];мгновенно;adverb
institute;[ʹınstıtju:t];институт;noun
institution;[͵ınstıʹtju:ʃ(ə)n];учреждение;noun
insurance;[ınʹʃʋ(ə)rəns];страхование;noun
integrate;[ʹıntıgrıt];интегрировать;verb
intellectual;[͵ıntıʹlektʃʋəl];интеллектуальный;adjective
intended;[ınʹtendıd];предназначенный;adjective
intense;[ınʹtens];интенсивный;adjective
interact;[ʹıntərækt];взаимодействовать;verb
interaction;[͵ıntəʹrækʃ(ə)n];взаимодействие;noun
internal;[ınʹtɜ:nl];внутренний;adjective
interpret;[ınʹtɜ:prıt];интерпретировать;verb
interpretation;[ın͵tɜ:prıʹteıʃ(ə)n];интерпретация;noun
interrupt;[͵ıntəʹrʌpt];прерывать;verb
interval;[ʹıntəv(ə)l];интервал;noun
invade;[ınʹveıd];вторгнуться в;verb
invasion;[ınʹveıʒ(ə)n];вторжение;noun
investigation;[ın͵vestıʹgeıʃ(ə)n];расследование;noun
investment;[ınʹvestmənt];инвестиция;noun
investor;[ınʹvestə];инвестор;noun
isolate;[ʹaısəleıt];изолировать;verb
isolated;[ʹaısəleıtıd];изолированный;adjective
issue;[ʹıʃu:];выдавать;verb
jail;[dʒeıl];тюрьма;noun
jail;[dʒeıl];посадить;verb
jet;[dʒet];самолет;noun
joint;[dʒɔınt];совместный;adjective
joint;[dʒɔınt];сустав;noun
journalism;[ʹdʒɜ:n(ə)lız(ə)m];журналистика;noun
joy;[dʒɔı];радость;noun
judgement;[ʹdʒʌdʒmənt];решение;noun
junior;[ʹdʒu:nıə];младший;adjective
jury;[ʹdʒʋ(ə)rı];жюри;noun
justice;[ʹdʒʌstıs];правосудие;noun
justify;[ʹdʒʌstıfaı];оправдать;verb
kit;[kıt];комплект;noun
labour;[ʹleıbə];труд;noun
ladder;[ʹlædə];лестница;noun
landing;[ʹlændıŋ];посадка;noun
landscape;[ʹlændskeıp];ландшафт;noun
lane;[leın];переулок;noun
largely;[ʹlɑ:dʒlı];в основном;adverb
lately;[ʹleıtlı];в последнее время;adverb
latest;[ʹleıtıst];последняя версия;noun
launch;[lɔ:ntʃ];запуск;noun
launch;[lɔ:ntʃ];запустить;verb
leadership;[ʹli:dəʃıp];руководство;noun
leaflet;[ʹli:flıt];листовка;noun
league;[li:g];лига;noun
lean;[li:n];склоняться;verb
leave;[li:v];отпуск;noun
legend;[ʹledʒ(ə)nd];легенда;noun
lens;[lenz];линза;noun
level;[ʹlev(ə)l];выровнять;verb
licence;[ʹlaıs(ə)ns];лицензия;noun
lifetime;[ʹlaıftaım];жизнь;noun
lighting;[ʹlaıtıŋ];освещение;noun
likewise;[ʹlaıkwaız];также;adverb
limitation;[͵lımıʹteıʃ(ə)n];ограничение;noun
limited;[ʹlımıtıd];ограниченный;adjective
line;[laın];выстроить;verb
literally;[ʹlıt(ə)rəlı];буквально;adverb
literary;[ʹlıt(ə)rərı];литературный;adjective
litre;[ʹli:tə];литр;noun
litter;[ʹlıtə];мусор;noun
lively;[ʹlaıvlı];оживленный;adjective
load;[ləʋd];нагрузка;noun
load;[ləʋd];загрузить;verb
loan;[ləʋn];кредит;noun
logical;[ʹlɒdʒık(ə)l];логический;adjective
logo;[ʹlɒgəʋ];логотип;noun
long-term;[lɒŋ]-[tɜ:m];долгосрочный;adjective
long-term;[lɒŋ]-[tɜ:m];в долгосрочной перспективе;adverb
loose;[lu:s];свободный;adjective
lord;[lɔ:d];господь;noun
lottery;[ʹlɒt(ə)rı];лотерея;noun
low;[ləʋ];минимум;noun
lower;[ʹləʋə];снизить;verb
loyal;[ʹlɔıəl];лояльный;adjective
lung;[lʌŋ];легкое;noun
lyric;[ʹlırık];лирик;noun
magnificent;[mægʹnıfıs(ə)nt];великолепный;adjective
maintain;[meınʹteın];поддерживать;verb
majority;[məʹdʒɒrıtı];большинство;noun
make;[meık];марка;noun
make-up;[meık]-[ʌp];макияж;noun
making;[ʹmeıkıŋ];создание;noun
manufacture;[͵mænjʋʹfæktʃə];производить;verb
manufacturing;[͵mænjʋʹfæktʃ(ə)rıŋ];производство;noun
map;[mæp];отобразить;verb
marathon;[ʹmærəθən];марафон;noun
margin;[ʹmɑ:dʒın];маржа;noun
marker;[ʹmɑ:kə];маркер;noun
martial;[ʹmɑ:ʃ(ə)l];боевой;adjective
mass;[mæs];массовый;adjective
mass;[mæs];масса;noun
massive;[ʹmæsıv];массивный;adjective
master;[ʹmɑ:stə];мастер;noun
master;[ʹmɑ:stə];освоить;verb
matching;[ʹmætʃıŋ];соответствующий;adjective
mate;[meıt];приятель;noun
mate;[meıt];спариваться;verb
material;[məʹtı(ə)rıəl];материальный;adjective
maximum;[ʹmæksıməm];максимальный;adjective
maximum;[ʹmæksıməm];максимум;noun
mayor;[meə];мэр;noun
means;[mi:nz];средства;noun
measurement;[ʹmeʒəmənt];измерение;noun
mechanic;[mıʹkænık];механик;noun
mechanical;[mıʹkænık(ə)l];механический;adjective
mechanism;[ʹmekənız(ə)m];механизм;noun
medal;[medl];медаль;noun
medication;[͵medıʹkeıʃ(ə)n];лекарство;noun
medium;[ʹmi:dıəm];среда;noun
melt;[melt];таять;verb
membership;[ʹmembəʃıp];членство;noun
memorable;[ʹmem(ə)rəb(ə)l];памятный;adjective
metaphor;[ʹmetəfə];метафора;noun
military;[ʹmılıt(ə)rı];военный;adjective
military;[ʹmılıt(ə)rı];армия;noun
miner;[ʹmaınə];шахтер;noun
mineral;[ʹmın(ə)rəl];минерал;noun
minimum;[ʹmınıməm];минимальный;adjective
minimum;[ʹmınıməm];минимум;noun
minister;[ʹmınıstə];министр;noun
minor;[ʹmaınə];незначительный;adjective
minority;[maıʹnɒrıtı];меньшинство;noun
miserable;[ʹmız(ə)rəb(ə)l];несчастный;adjective
mission;[ʹmıʃ(ə)n];миссия;noun
mistake;[mıʹsteık];ошибиться;verb
mixed;[mıkst];смешанный;adjective
mode;[məʋd];режим;noun
model;[mɒdl];моделировать;verb
modest;[ʹmɒdıst];скромный;adjective
modify;[ʹmɒdıfaı];изменить;verb
monitor;[ʹmɒnıtə];монитор;noun
monitor;[ʹmɒnıtə];контролировать;verb
monster;[ʹmɒnstə];монстр;noun
monthly;[ʹmʌnθlı];ежемесячный;adjective
monument;[ʹmɒnjʋmənt];памятник;noun
moral;[ʹmɒrəl];моральный;adjective
moral;[ʹmɒrəl];мораль;noun
moreover;[mɔ:ʹrəʋvə];кроме того;adverb
mortgage;[ʹmɔ:gıdʒ];ипотека;noun
mosque;[mɒsk];мечеть;noun
motion;[ʹməʋʃ(ə)n];движение;noun
motivate;[ʹməʋtıveıt];мотивировать;verb
motivation;[͵məʋtıʹveıʃ(ə)n];мотивация;noun
motor;[ʹməʋtə];моторный;adjective
motor;[ʹməʋtə];двигатель;noun
mount;[maʋnt];установить;verb
moving;[ʹmu:vıŋ];движущийся;adjective
multiple;[ʹmʌltıp(ə)l];многочисленный;adjective
multiply;[ʹmʌltıplı];размножаться;verb
mysterious;[mıʹstı(ə)rıəs];таинственный;adjective
myth;[mıθ];миф;noun
naked;[ʹneıkıd];голый;adjective
narrow;[ʹnærəʋ];сузить;verb
nasty;[ʹnɑ:stı];неприятный;adjective
national;[ʹnæʃ(ə)nəl];страны;noun
navigation;[͵nævıʹgeıʃ(ə)n];навигация;noun
nearby;[ʹnıəbaı];близлежащий;adjective
nearby;[ʹnıəbaı];рядом;adverb
neat;[ni:t];аккуратный;adjective
necessity;[nıʹsesıtı];необходимость;noun
negative;[ʹnegətıv];негатив;noun
negotiate;[nıʹgəʋʃıeıt];вести переговоры;verb
negotiation;[nı͵gəʋʃıʹeıʃ(ə)n];переговоры;noun
nerve;[nɜ:v];нерв;noun
neutral;[ʹnju:trəl];нейтральный;adjective
nevertheless;[͵nevəðəʹles];тем не менее;adverb
newly;[ʹnju:lı];недавно;adverb
nightmare;[ʹnaıtmeə];кошмар;noun
norm;[nɔ:m];норма;noun
notebook;[ʹnəʋtbʋk];ноутбук;noun
notion;[ʹnəʋʃ(ə)n];понятие;noun
novelist;[ʹnɒv(ə)lıst];писатель;noun
nowadays;[ʹnaʋədeız];сегодня;adverb
numerous;[ʹnju:m(ə)rəs];многочисленный;adjective
nursing;[ʹnɜ:sıŋ];медсестра;noun
nutrition;[nju:ʹtrıʃ(ə)n];питание;noun
obesity;[əʋʹbi:sıtı];ожирение;noun
obey;[ə(ʋ)ʹbeı];подчиняться;verb
object;[ʹɒbdʒekt];возражать;verb
objective;[əbʹdʒektıv];объективный;adjective
objective;[əbʹdʒektıv];цель;noun
obligation;[͵ɒblıʹgeıʃ(ə)n];обязательство;noun
observation;[͵ɒbzəʹveıʃ(ə)n];наблюдение;noun
observe;[əbʹzɜ:v];соблюдать;verb
observer;[əbʹzɜ:və];наблюдатель;noun
obstacle;[ʹɒbstək(ə)l];препятствие;noun
obtain;[əbʹteın];получить;verb
occasionally;[əʹkeıʒ(ə)nəlı];иногда;adverb
occupation;[͵ɒkjʋʹpeıʃ(ə)n];оккупация;noun
occupy;[ʹɒkjʋpaı];занимать;verb
offence;[əʹfens];преступление;noun
offend;[əʹfend];обидеть;verb
offender;[əʹfendə];преступник;noun
offensive;[əʹfensıv];наступательный;adjective
official;[əʹfıʃ(ə)l];чиновник;noun
ongoing;[ʹɒn͵gəʋıŋ];текущий;adjective
opening;[ʹəʋp(ə)nıŋ];открытие;noun
openly;[ʹəʋp(ə)nlı];открыто;adverb
opera;[ʹɒp(ə)rə];опера;noun
operate;[ʹɒpəreıt];работать;verb
operator;[ʹɒpəreıtə];оператор;noun
opponent;[əʹpəʋnənt];противник;noun
oppose;[əʹpəʋz];выступать против;verb
opposed;[ə'pəuzd];противоположный;adjective
opposition;[͵ɒpəʹzıʃ(ə)n];оппозиция;noun
optimistic;[,ɔpti'mistik(əl)];оптимистичный;adjective
orchestra;[ʹɔ:kıstrə];оркестр;noun
organ;[ʹɔ:gən];орган;noun
organic;[ɔ:ʹgænık];органический;adjective
origin;[ʹɒrıdʒın];происхождение;noun
otherwise;[ʹʌðəwaız];иначе;adverb
outcome;[ʹaʋtkʌm];результат;noun
outer;[ʹaʋtə];внешний;adjective
outfit;[ʹaʋt͵fıt];наряд;noun
outline;[ʹaʋtlaın];набросок;noun
outline;[ʹaʋtlaın];наметить;verb
output;[ʹaʋtpʋt];производство;noun
outstanding;[aʋtʹstændıŋ];выдающийся;adjective
overall;[ʹəʋvərɔ:l];общий;adjective
overall;[ʹəʋvərɔ:l];в целом;adverb
overcome;[͵əʋvəʹkʌm];преодолеть;verb
overnight;[͵əʋvəʹnaıt];в одночасье;adverb
overseas;[,əuvə'si:(z)];зарубежный;adjective
overseas;[,əuvə'si:(z)];за рубежом;adverb
owe;[əʋ];задолжать;verb
ownership;[ʹəʋnəʃıp];собственность;noun
oxygen;[ʹɒksıdʒ(ə)n];кислород;noun
pace;[peıs];темп;noun
pace;[peıs];шагать;verb
package;[ʹpækıdʒ];упаковывать;verb
packet;[ʹpækıt];пакет;noun
palm;[pɑ:m];пальма;noun
panel;[ʹpænl];группа;noun
panic;[ʹpænık];паника;noun
parade;[pəʹreıd];парад;noun
parallel;[ʹpærəlel];параллельный;adjective
parallel;[ʹpærəlel];параллель;noun
parliament;[ʹpɑ:ləmənt];парламент;noun
part-time;[pɑ:t]-[taım];на полставки;adjective
participant;[pɑ:ʹtısıpənt];участник;noun
participation;[pɑ:͵tısıʹpeıʃ(ə)n];участие;noun
partly;[ʹpɑ:tlı];частично;adverb
partnership;[ʹpɑ:tnəʃıp];партнерство;noun
passage;[ʹpæsıdʒ];проход;noun
passionate;[ʹpæʃ(ə)nıt];страстный;adjective
password;[ʹpɑ:swɜ:d];пароль;noun
patience;[ʹpeıʃ(ə)ns];терпение;noun
patient;[ʹpeıʃ(ə)nt];больной;adjective
pause;[pɔ:z];пауза;noun
pause;[pɔ:z];приостановить;verb
peer;[pıə];сверстник;noun
penalty;[ʹpenltı];наказание;noun
pension;[ʹpenʃ(ə)n];пенсия;noun
perceive;[pəʹsi:v];воспринимать;verb
perception;[pəʹsepʃ(ə)n];восприятие;noun
permanent;[ʹpɜ:mənənt];постоянный;adjective
permanently;[ʹpɜ:mənəntlı];постоянно;adverb
